"","fndRow","",""
"SL18-JS-19-FG3xSA18-CB-3-MG2",583,239,356
"SL18-NC-12-FG2xSL18-NL-5-MG2",584,205,339
"SL18-JS-5-FG1xSA18-CB-1-MG12",585,212,320
"SL18-JS-16-FG3xSA18-CB-4-MG3",586,197,270
"SL18-OI-4-FG2xSA18-CB-7-MG2",587,223,262
"SL18-NC-1-FG1xSL18-NC-12-MG3",588,240,357
"SL18-NC-15-FG3xSL18-CC-1-MG2",589,241,358
"SL18-SF-17-FG2xSL18-NC-12-MG1",590,211,359
"SL18-CC-5-FG2xSL18-NC-10-MG2",591,201,344
"SL18-NL-3-FG1xSA18-CB-7-MG2",592,193,262
"SL18-LL-9-FG2xSA18-CB-5-MG3",593,242,271
"SL18-SF-17-FG2xSA18-CB-7-MG3",594,211,309
"SA18-CB-4-FG6xSL18-JS-6-MG3",595,243,324
"SL18-CC-3-FG1xSL18-JS-11-MG2",596,218,360
"SA18-CB-5-FG6xSL18-CC-6-MG2",597,244,361
"SL18-JS-19-FG3xSL18-OI-17-MG1",598,239,362
"SL18-OI-17-FG4xSL18-CC-7-MG1",599,220,363
"SL18-OI-17-FG1xSL18-OI-4-MG1",600,158,256
"SL18-CC-6-FG2xSL18-OI-11-MG4",601,238,342
"SL18-JS-9-FG3xSA18-CB-10-MG1",602,245,294
"SL18-OI-6-FG3xSL18-JS-6-MG1",603,228,364
"SL18-SF-13-FG2xSL18-JS-11-MG3",604,246,346
"SL18-JS-19-FG3xSL18-LD-13-MG3",605,239,365
"SA18-CB-2-FG3xSL18-CC-2-MG5",606,216,366
"SA18-CB-9-FG1xSL18-OI-7-MG3",607,208,367
"SL18-CC-3-FG1xSL18-OI-16-MG2",608,218,368
"SL18-CC-8-FG1xSL18-NC-8-MG2",609,229,369
"SL18-SF-13-FG2xSA18-CB-2-MG3",610,246,267
"SL18-SF-13-FG2xSL18-JS-9-MG2",611,246,349
"SL18-JS-19-FG2xSA18-CB-10-MG3",612,247,322
"SL18-CC-6-FG1xSL18-JS-5-MG2",613,248,321
"SL18-CC-12-FG2xSL18-LL-9-MG4",614,226,370
"SL18-NL-3-FG1xSL18-OI-7-MG3",615,193,367
"SL18-NL-5-FG1xSL18-OI-14-MG1",616,249,310
"SL18-NC-8-FG1xSL18-NL-7-MG2",617,250,371
"SL18-JS-5-FG2xSL18-OI-5-MG3",618,251,372
"SL18-CC-10-FG4xSL18-NC-2-MG2",619,252,373
"SL18-NC-5-FG3xSL18-OI-2-MG2",620,253,329
"SL18-OI-16-FG2xSL18-OI-18-MG1",621,254,291
"SL18-CC-1-FG2xSL18-NC-11-MG2",622,199,374
"SL18-CC-12-FG3xSL18-NC-11-MG2",623,210,374
"SA18-CB-7-FG1xSL18-LD-1-MG1",624,185,375
"SL18-NC-10-FG3xSA18-CB-3-MG2",625,227,356
